Date,Prev Close,Open,High,Low,Close,VWAP,Volume
2020-03-16,1105.3,1060.55,1079.7,1005.0,1015.7,1046.83,17594729
2020-03-17,1015.7,1047.25,1060.0,1003.2,1008.0,1034.68,20777442
2020-03-18,1008.0,1025.3,1035.9,961.0,968.5,992.19,20450497
2020-03-19,968.5,920.1,967.0,892.2,917.7,918.86,28072062
2020-03-20,917.7,939.5,1034.9,930.0,1017.95,983.98,28967526
2020-03-23,1017.95,916.2,950.0,875.65,884.05,899.32,18593713
2020-03-24,884.05,930.0,970.0,895.8,943.4,934.85,20919322
2020-03-25,943.4,963.8,1151.55,963.25,1082.25,1053.49,33433126
2020-03-26,1082.25,1095.8,1116.9,1042.35,1066.2,1074.95,20912934
2020-03-27,1066.2,1095.0,1107.3,1046.2,1065.6,1070.06,19044644
2020-03-30,1065.6,1040.6,1074.8,1020.0,1030.45,1044.14,13820286
2020-03-31,1030.45,1073.95,1129.8,1048.0,1113.75,1093.37,20249909
2020-04-01,1113.75,1122.25,1124.6,1045.2,1080.45,1072.84,19017099
2020-04-03,1080.45,1134.45,1134.45,1056.3,1077.45,1077.52,18912044
2020-04-07,1077.45,1102.1,1214.0,1100.0,1206.1,1161.27,24859057
2020-04-08,1206.1,1180.0,1229.0,1160.0,1192.15,1194.6,22803774
2020-04-09,1192.15,1214.0,1232.8,1193.0,1219.95,1214.91,15101711
2020-04-13,1219.95,1203.95,1215.0,1180.0,1189.15,1191.64,10822871
2020-04-15,1189.15,1197.05,1236.0,1143.0,1149.85,1191.73,16147959
2020-04-16,1149.85,1149.85,1187.45,1145.0,1168.05,1172.19,17123533
2020-04-17,1168.05,1216.0,1230.0,1192.65,1224.0,1208.12,15209707
2020-04-20,1224.0,1226.0,1257.0,1202.0,1243.8,1228.75,16472339
2020-04-21,1243.8,1210.0,1252.0,1164.0,1237.35,1204.07,28057706
2020-04-22,1237.35,1320.0,1384.9,1300.0,1363.6,1341.48,65230894
2020-04-23,1363.6,1367.35,1385.85,1353.3,1370.9,1369.1,29928331
2020-04-24,1370.9,1350.15,1494.95,1347.2,1417.0,1431.67,61711388
2020-04-27,1417.0,1434.0,1475.0,1423.0,1429.75,1448.31,26736512
2020-04-28,1429.75,1450.0,1455.45,1392.15,1428.15,1421.22,35866381
2020-04-29,1428.15,1444.9,1453.65,1420.0,1426.95,1436.42,17141540
2020-04-30,1426.95,1453.95,1494.95,1438.05,1466.0,1467.88,32617901
2020-05-04,1466.0,1440.0,1465.0,1417.45,1435.2,1442.94,24439240
2020-05-05,1435.2,1453.7,1479.0,1447.2,1460.65,1464.23,20528706
2020-05-06,1460.65,1464.0,1484.95,1445.5,1460.75,1468.54,18510304
2020-05-07,1460.75,1455.0,1513.65,1445.0,1506.95,1484.86,22871529
2020-05-08,1506.95,1545.0,1579.9,1537.1,1561.8,1560.62,38522385
2020-05-11,1561.8,1580.0,1615.0,1572.3,1576.8,1592.89,30670404
2020-05-12,1576.8,1564.8,1568.35,1465.0,1479.25,1511.39,46029119
2020-05-13,1479.25,1527.0,1527.0,1454.0,1496.45,1481.1,30658051
2020-05-14,1496.45,1469.0,1496.7,1430.05,1435.95,1457.61,22736714
2020-05-15,1435.95,1444.0,1466.7,1415.1,1459.4,1439.85,28683432
2020-05-18,1459.4,1470.0,1482.0,1428.0,1440.75,1452.86,28981620
2020-05-19,1440.75,1457.0,1461.7,1403.25,1408.9,1436.68,19529216
2020-05-20,1408.9,1410.0,1446.85,1393.0,1433.7,1426.52,25530692
2020-05-21,1433.7,1435.0,1461.45,1425.0,1441.25,1443.94,18077196
2020-05-22,1441.25,1451.8,1458.0,1426.5,1431.55,1442.31,17458503
2020-05-26,1431.55,1448.15,1449.7,1416.3,1424.05,1428.7,15330793
2020-05-27,1424.05,1431.0,1454.0,1412.0,1445.55,1430.2,16460764
2020-05-28,1445.55,1455.0,1479.75,1449.0,1472.25,1467.5,18519252
2020-05-29,1472.25,1468.0,1472.0,1452.65,1464.4,1462.79,18471770
2020-06-01,1464.4,1480.0,1538.35,1475.95,1520.35,1512.99,18434065
2020-06-02,1520.35,1526.0,1540.0,1520.8,1535.7,1531.68,10224102
2020-06-03,1535.7,1545.0,1560.0,1533.35,1541.65,1543.74,11713666
2020-06-04,1541.65,1544.0,1589.5,1541.0,1579.8,1570.24,15784612
2020-06-05,1579.8,1595.0,1618.0,1573.7,1581.7,1596.41,15270435
2020-06-08,1581.7,1618.4,1618.4,1565.0,1569.5,1588.27,14498055
2020-06-09,1569.5,1560.3,1583.0,1533.0,1537.15,1555.91,11934073
2020-06-10,1537.15,1543.1,1579.55,1540.05,1572.15,1556.73,10214426
2020-06-11,1572.15,1566.0,1567.95,1531.0,1537.7,1546.33,9408283
2020-06-12,1537.7,1500.0,1593.0,1497.0,1588.8,1552.68,17790565
2020-06-15,1588.8,1565.0,1626.95,1561.1,1614.55,1593.39,24509162
2020-06-16,1614.55,1643.0,1648.55,1585.3,1617.7,1617.17,23623299
2020-06-17,1617.7,1608.25,1635.45,1602.1,1615.35,1618.64,19282519
2020-06-18,1615.35,1607.0,1665.0,1605.6,1655.9,1636.4,18677694
2020-06-19,1655.9,1670.0,1788.8,1662.0,1759.4,1727.35,48828852
2020-06-22,1759.4,1773.4,1804.2,1735.0,1746.15,1771.18,27781772
2020-06-23,1746.15,1750.0,1763.75,1716.1,1720.9,1731.86,17521196
2020-06-24,1720.9,1735.9,1772.7,1711.7,1727.85,1739.65,23808524
2020-06-25,1727.85,1727.0,1749.0,1713.05,1717.9,1728.41,18312705
2020-06-26,1717.9,1728.8,1752.0,1717.0,1741.65,1731.91,14270695
2020-06-29,1741.65,1728.05,1739.75,1715.55,1723.15,1724.38,11825126
2020-06-30,1723.15,1737.0,1741.0,1695.55,1704.1,1718.1,13973038
2020-07-01,1704.1,1720.0,1749.0,1708.05,1737.6,1730.01,13136706
2020-07-02,1737.6,1743.0,1767.6,1735.05,1760.35,1755.2,13286760
2020-07-03,1760.35,1779.8,1793.0,1768.0,1787.9,1781.69,13584004
2020-07-06,1787.9,1805.0,1858.0,1792.1,1851.8,1832.66,21698149
2020-07-07,1851.8,1860.0,1864.35,1806.3,1823.45,1831.78,16240102
2020-07-08,1823.45,1824.05,1834.95,1790.0,1798.0,1812.33,12093523
2020-07-09,1798.0,1809.0,1835.0,1786.25,1824.25,1813.36,16807403
2020-07-10,1824.25,1828.5,1884.6,1824.25,1878.05,1859.58,20195490
2020-07-13,1878.05,1903.35,1947.7,1900.0,1935.0,1927.07,32124397
2020-07-14,1935.0,1934.0,1941.7,1887.3,1917.0,1917.96,31073591
2020-07-15,1917.0,1937.95,1978.8,1798.0,1844.0,1917.63,64458598
2020-07-16,1844.0,1847.0,1869.0,1812.45,1843.4,1844.01,28133993
2020-07-17,1843.4,1845.0,1920.0,1838.0,1911.7,1876.25,22949535
2020-07-20,1911.7,1917.8,1932.0,1899.65,1919.9,1916.93,16887752
2020-07-21,1919.9,1939.0,1977.0,1936.5,1971.55,1962.43,19463498
2020-07-22,1971.55,1983.0,2010.0,1960.7,2004.0,1993.46,27584769
2020-07-23,2004.0,2003.95,2079.7,1991.35,2057.8,2035.95,26921058
2020-07-24,2057.8,2058.0,2163.0,2057.8,2146.15,2128.53,55656793
2020-07-27,2146.15,2178.8,2198.8,2127.9,2156.2,2169.68,37060949
2020-07-28,2156.2,2156.2,2194.0,2150.65,2177.7,2175.67,25435618
2020-07-29,2177.7,2177.9,2182.8,2070.45,2096.65,2124.29,33536361
2020-07-30,2096.65,2099.0,2139.7,2072.0,2108.85,2111.03,33624516
2020-07-31,2108.85,2114.5,2129.0,2052.8,2067.1,2077.02,34593375
2020-08-03,2067.1,2051.3,2057.0,2003.1,2009.0,2029.05,21560137
2020-08-04,2009.0,2020.6,2167.0,2000.25,2150.6,2098.08,42477225
2020-08-05,2150.6,2169.0,2196.0,2118.3,2126.45,2153.72,34405886
2020-08-06,2126.45,2157.0,2167.7,2107.8,2134.1,2139.59,22762726
2020-08-07,2134.1,2129.8,2157.8,2120.2,2146.45,2141.31,15222384
2020-08-10,2146.45,2159.1,2165.0,2108.1,2119.85,2136.58,12441939
2020-08-11,2119.85,2134.8,2160.0,2100.35,2133.8,2133.3,21611359
2020-08-12,2133.8,2121.0,2145.0,2106.8,2127.6,2129.79,13967529
2020-08-13,2127.6,2128.0,2138.9,2110.0,2122.05,2122.69,11459251
2020-08-14,2122.05,2122.55,2157.0,2089.25,2113.8,2129.96,15333759
2020-08-17,2113.8,2105.0,2105.0,2070.1,2091.35,2085.65,14297224
2020-08-18,2091.35,2085.0,2134.3,2082.35,2118.55,2118.58,14097932
2020-08-19,2118.55,2141.0,2154.0,2121.35,2131.55,2137.37,15731409
2020-08-20,2131.55,2120.0,2123.9,2088.0,2097.05,2109.01,10402292
2020-08-21,2097.05,2118.0,2122.0,2077.0,2081.85,2096.99,11667281
2020-08-24,2081.85,2091.4,2104.5,2070.5,2095.75,2090.25,15099030
2020-08-25,2095.75,2106.0,2111.3,2078.0,2082.1,2089.41,8947709
2020-08-26,2082.1,2085.0,2147.95,2047.0,2137.3,2102.41,27631028
2020-08-27,2137.3,2148.0,2150.0,2103.25,2110.6,2126.98,12962139
2020-08-28,2110.6,2120.0,2132.9,2106.25,2116.15,2118.85,12537684
2020-08-31,2116.15,2174.0,2174.0,2060.35,2080.7,2118.64,28649141
2020-09-01,2080.7,2100.0,2122.4,2062.4,2087.25,2091.83,17821488
2020-09-02,2087.25,2092.0,2138.0,2085.0,2128.2,2119.29,12437209
2020-09-03,2128.2,2128.0,2138.75,2103.0,2112.1,2112.86,8577741
2020-09-04,2112.1,2083.55,2096.95,2072.2,2077.25,2084.73,13141705
2020-09-07,2077.25,2084.0,2105.75,2044.25,2082.65,2071.8,10119099
2020-09-08,2082.65,2092.0,2121.0,2080.5,2107.1,2108.01,12643762
2020-09-09,2107.1,2085.0,2167.8,2081.45,2161.35,2136.84,25526055
2020-09-10,2161.35,2183.1,2344.95,2175.35,2314.0,2275.51,64751766
2020-09-11,2314.0,2312.0,2337.85,2287.1,2319.75,2318.58,27445883
2020-09-14,2319.75,2325.0,2360.0,2282.0,2302.55,2323.57,20335480
2020-09-15,2302.55,2311.95,2325.75,2288.15,2318.85,2311.23,12543161
2020-09-16,2318.85,2320.0,2369.35,2310.55,2324.55,2339.46,15669133
2020-09-17,2324.55,2320.0,2333.7,2291.85,2298.75,2310.29,11919991
2020-09-18,2298.75,2314.25,2319.45,2276.55,2305.7,2305.1,15264101
2020-09-21,2305.7,2300.0,2336.0,2247.35,2255.85,2291.38,15519433
2020-09-22,2255.85,2277.0,2277.0,2201.55,2211.15,2225.36,16056621
2020-09-23,2211.15,2260.0,2276.75,2205.3,2230.8,2242.58,19839809
2020-09-24,2230.8,2207.9,2226.0,2176.05,2181.2,2200.65,13765321
2020-09-25,2181.2,2189.0,2212.8,2167.3,2201.7,2191.17,13095950
2020-09-28,2201.7,2227.0,2238.0,2207.05,2216.25,2221.39,9076787
2020-09-29,2216.25,2225.0,2264.0,2216.25,2245.05,2242.3,11927459
2020-09-30,2245.05,2260.0,2267.0,2225.0,2234.35,2251.01,11291280
2020-10-01,2234.35,2263.8,2263.8,2214.0,2225.25,2237.62,9591467
2020-10-05,2225.25,2244.0,2249.15,2206.0,2212.2,2222.94,8732890
2020-10-06,2212.2,2225.25,2233.9,2201.65,2210.35,2213.64,8497352
2020-10-07,2210.35,2235.0,2309.0,2220.0,2257.5,2276.27,24538620
2020-10-08,2257.5,2259.0,2268.0,2222.1,2239.25,2242.24,9727508
2020-10-09,2239.25,2235.0,2253.0,2217.1,2233.45,2232.05,8558747
2020-10-12,2233.45,2235.0,2255.75,2226.25,2237.05,2239.55,6565525
2020-10-13,2237.05,2230.6,2285.75,2225.85,2280.7,2259.76,10666280
2020-10-14,2280.7,2278.9,2304.0,2268.5,2287.5,2284.78,12341487
2020-10-15,2287.5,2290.0,2290.0,2195.0,2206.5,2241.04,9246893
2020-10-16,2206.5,2215.0,2232.5,2172.65,2175.8,2197.33,9961080
2020-10-19,2175.8,2190.05,2228.7,2155.15,2176.2,2189.75,14399062
2020-10-20,2176.2,2179.0,2193.0,2152.25,2155.9,2166.54,8529621
2020-10-21,2155.9,2168.0,2192.0,2097.75,2124.6,2143.87,15729989
2020-10-22,2124.6,2127.4,2132.5,2091.0,2106.95,2107.04,14215255
2020-10-23,2106.95,2106.0,2135.0,2096.4,2113.05,2118.9,10809383
2020-10-26,2113.05,2101.95,2101.95,2018.5,2029.1,2052.69,17225340
2020-10-27,2029.1,2034.9,2059.85,2005.0,2034.5,2026.38,16835011
2020-10-28,2034.5,2041.8,2057.7,2007.4,2011.45,2026.02,13810054
2020-10-29,2011.45,1997.0,2042.0,1991.0,2026.9,2019.57,14147681
2020-10-30,2026.9,2033.5,2065.1,2021.8,2054.5,2040.66,15701123
2020-11-02,2054.5,2027.0,2027.0,1859.15,1877.45,1927.55,45857806
2020-11-03,1877.45,1890.0,1909.0,1835.1,1850.4,1873.92,40931170
2020-11-04,1850.4,1837.0,1929.0,1837.0,1913.2,1893.24,37003111
2020-11-05,1913.2,1954.95,1960.95,1932.0,1955.0,1949.03,17170274
2020-11-06,1955.0,1990.0,2040.0,1978.15,2029.15,2015.72,30770080
2020-11-09,2029.15,2062.1,2069.0,2036.0,2050.7,2051.91,16539467
2020-11-10,2050.7,2077.0,2090.0,2041.2,2084.55,2071.86,17045147
2020-11-11,2084.55,2089.0,2095.0,1978.1,1997.2,2027.8,26178477
2020-11-12,1997.2,1981.0,2008.45,1965.0,1980.0,1987.14,18481466
2020-11-13,1980.0,1982.0,2036.65,1981.75,1996.4,2007.38,20946864
2020-11-14,1996.4,2014.9,2015.3,1995.35,2002.3,2005.96,2411900
2020-11-17,2002.3,2085.0,2085.0,1985.0,1993.25,2013.16,21479385
2020-11-18,1993.25,1993.25,2006.5,1960.1,1987.2,1979.95,14030652
2020-11-19,1987.2,1987.2,2010.45,1968.2,1973.15,1987.24,12828008
2020-11-20,1973.15,1975.0,1983.8,1895.0,1899.5,1923.27,26522972
2020-11-23,1899.5,1951.0,1970.0,1926.25,1950.7,1952.18,20918665
2020-11-24,1950.7,1964.0,1974.0,1932.0,1964.05,1952.11,14277083
2020-11-25,1964.05,1980.0,1992.95,1942.2,1947.8,1969.06,15062376
2020-11-26,1947.8,1953.05,1965.0,1930.05,1952.6,1946.67,11924527
2020-11-27,1952.6,1940.5,1956.1,1921.4,1929.8,1935.45,21845931
2020-12-01,1929.8,1940.35,1966.25,1930.05,1954.9,1950.09,9114939
2020-12-02,1954.9,1958.5,1962.0,1935.0,1958.15,1947.77,10240168
2020-12-03,1958.15,1972.0,1981.1,1958.65,1964.05,1969.94,12822945
2020-12-04,1964.05,1969.0,1969.0,1940.0,1946.75,1948.72,8521388
2020-12-07,1946.75,1940.6,1965.0,1940.6,1958.2,1955.62,8418767
2020-12-08,1958.2,1961.15,2014.25,1950.0,1993.75,1995.12,20030506
2020-12-09,1993.75,2009.95,2033.8,1999.25,2026.95,2019.89,13464375
2020-12-10,2026.95,2021.6,2028.5,2001.0,2007.0,2010.18,7414229
2020-12-11,2007.0,2013.0,2038.0,1974.25,2005.8,2015.5,12434745
2020-12-14,2005.8,2007.95,2015.0,1986.35,1991.3,1997.46,7989830
2020-12-15,1991.3,1989.7,1989.7,1961.1,1974.35,1973.54,8561406
2020-12-16,1974.35,1988.0,1994.95,1965.7,1976.55,1977.57,8565904
2020-12-17,1976.55,1984.5,2005.0,1977.15,1985.6,1989.37,9346460
2020-12-18,1985.6,1980.1,2004.9,1965.0,1991.55,1981.58,8522215
2020-12-21,1991.55,2010.0,2022.0,1855.25,1939.7,1976.82,20368545
2020-12-22,1939.7,1949.0,1958.9,1888.45,1936.7,1921.8,12986606
2020-12-23,1936.7,1930.0,1951.45,1920.65,1943.85,1938.16,8999898
2020-12-24,1943.85,1947.0,1998.8,1945.9,1994.15,1976.2,9588577
2020-12-28,1994.15,2006.7,2018.0,1995.3,2003.3,2006.71,7947719
2020-12-29,2003.3,2009.0,2012.3,1982.55,1990.05,1992.97,8589407
2020-12-30,1990.05,1995.25,2007.2,1975.55,1995.5,1991.6,10173132
2020-12-31,1995.5,1993.5,2011.9,1978.6,1985.3,1995.67,8667516
2021-01-01,1985.3,1988.0,1997.0,1982.0,1987.5,1989.5,4622002
2021-01-04,1987.5,1995.1,1998.9,1968.0,1990.85,1982.61,11312992
2021-01-05,1990.85,1969.0,1983.6,1956.0,1966.1,1968.87,11132803
2021-01-06,1966.1,1965.9,1966.0,1905.15,1914.25,1928.17,21414270
2021-01-07,1914.25,1920.5,1945.0,1905.15,1911.15,1919.86,14918406
2021-01-08,1911.15,1918.0,1938.4,1912.1,1933.7,1923.06,12709792
2021-01-11,1933.7,1938.8,1938.8,1892.5,1897.25,1910.26,15371556
2021-01-12,1897.25,1903.0,1960.0,1899.9,1957.05,1935.51,18996047
2021-01-13,1957.05,1963.55,1974.95,1918.45,1938.8,1948.25,12284876
2021-01-14,1938.8,1945.0,1966.9,1939.05,1960.6,1957.17,9946818
2021-01-15,1960.6,1960.6,1973.8,1920.05,1937.45,1952.72,9503790
2021-01-18,1937.45,1949.1,1997.0,1923.35,1983.95,1967.71,16198856
2021-01-19,1983.95,1994.65,2031.0,1994.65,2016.4,2018.21,14771048
2021-01-20,2016.4,2021.4,2058.0,2001.4,2054.7,2036.58,14271669
2021-01-21,2054.7,2082.0,2120.0,2075.0,2099.4,2102.61,18038987
2021-01-22,2099.4,2111.0,2115.35,2035.15,2049.6,2070.96,14090818
2021-01-25,2049.6,2034.95,2034.95,1932.0,1941.0,1966.36,25016570
2021-01-27,1941.0,1925.0,1925.0,1888.0,1895.0,1904.59,19553809
2021-01-28,1895.0,1880.15,1923.3,1870.0,1876.55,1895.32,15722291
2021-01-29,1876.55,1894.3,1913.1,1830.0,1841.95,1871.72,20173258
2021-02-01,1841.95,1859.4,1905.0,1848.0,1895.3,1874.03,15774504
2021-02-02,1895.3,1914.25,1940.0,1854.95,1925.8,1889.81,19138414
2021-02-03,1925.8,1928.3,1952.0,1900.0,1930.65,1931.87,13984228
2021-02-04,1930.65,1924.0,1940.0,1905.0,1924.3,1923.71,11826848
2021-02-05,1924.3,1930.05,1944.65,1920.0,1923.75,1929.36,9344470
2021-02-08,1923.75,1933.05,1969.0,1929.05,1951.45,1954.84,9776136
2021-02-09,1951.45,1961.95,1989.6,1952.3,1956.15,1974.29,9047308
2021-02-10,1956.15,1953.75,1984.75,1927.3,1974.3,1955.63,9799560
2021-02-11,1974.3,1980.0,2064.2,1972.25,2055.7,2028.11,19631870
2021-02-12,2055.7,2055.5,2078.0,2015.4,2041.6,2049.91,14074374
2021-02-15,2041.6,2048.05,2061.3,2025.0,2032.6,2043.13,7287590
2021-02-16,2032.6,2039.75,2079.4,2035.0,2059.5,2061.23,9886093
2021-02-17,2059.5,2060.0,2095.95,2050.6,2083.25,2076.99,10957388
2021-02-18,2083.25,2085.0,2108.4,2059.1,2067.7,2085.18,8605531
2021-02-19,2067.7,2057.0,2104.95,2053.3,2080.3,2088.14,10800704
2021-02-22,2080.3,2080.0,2089.9,1994.95,2008.1,2036.88,10985697
2021-02-23,2008.1,2048.0,2052.9,2013.6,2023.45,2034.5,11834752
2021-02-24,2023.45,2030.0,2065.25,2026.15,2061.0,2048.89,4987735
2021-02-25,2061.0,2076.0,2152.0,2073.0,2144.35,2120.59,16085897
2021-02-26,2144.35,2117.0,2133.9,2070.7,2085.8,2096.69,17297575
2021-03-01,2085.8,2110.2,2112.0,2062.5,2101.7,2092.87,8159670
2021-03-02,2101.7,2122.0,2130.0,2089.1,2106.0,2107.78,7915073
2021-03-03,2106.0,2121.05,2219.9,2107.2,2202.1,2161.54,14733134
2021-03-04,2202.1,2180.0,2189.95,2157.7,2175.85,2175.57,9892597
2021-03-05,2175.85,2156.0,2211.95,2153.05,2178.7,2184.35,11773630
2021-03-08,2178.7,2168.5,2231.9,2168.0,2191.1,2205.66,9002404
2021-03-09,2191.1,2200.0,2213.8,2146.6,2191.05,2181.47,6993792
